archetype,read_month,read_type_of_day,read_hh,n_puprn,elec_imp_mean,elec_imp_50th,elec_imp_75th,elec_imp_25th,elec_imp_90th,elec_imp_10th
V,mar,weekday,32,255,5.46E-05,4.93E-05,6.33E-05,3.42E-05,8.85E-05,2.41E-05
V,mar,weekday,33,255,5.99E-05,5.28E-05,7.10E-05,3.65E-05,0.0000951,2.57E-05
V,mar,weekday,34,255,6.68E-05,5.75E-05,7.87E-05,4.23E-05,0.000119117,2.72E-05
V,mar,weekday,35,255,7.58E-05,6.37E-05,0.0000891,4.64E-05,0.000132279,3.35E-05
V,mar,weekday,36,255,8.24E-05,7.09E-05,0.0000965,5.05E-05,0.000148081,3.65E-05
V,mar,weekday,37,255,0.0000904,8.00E-05,0.000107331,5.65E-05,0.000154183,3.97E-05
V,mar,weekday,38,255,0.0000884,7.86E-05,0.00010515,5.86E-05,0.000148101,4.09E-05
V,mar,weekday,39,255,8.22E-05,7.13E-05,0.0000987,5.47E-05,0.000137568,4.05E-05
V,mar,weekday,40,255,7.88E-05,6.87E-05,0.0000924,5.52E-05,0.00012611,3.97E-05
V,mar,weekday,41,255,7.55E-05,6.75E-05,9.18E-05,5.15E-05,0.000119001,3.74E-05
V,mar,weekday,42,255,7.36E-05,6.58E-05,8.79E-05,4.87E-05,0.000119258,3.45E-05
V,mar,weekday,43,255,7.13E-05,6.32E-05,8.68E-05,4.70E-05,0.000116059,3.43E-05
V,mar,weekday,44,255,6.80E-05,6.13E-05,8.22E-05,4.52E-05,1.10E-04,2.99E-05
V,mar,weekday,45,255,6.41E-05,5.95E-05,7.85E-05,4.18E-05,1.04E-04,2.34E-05
V,mar,weekday,46,255,5.93E-05,5.28E-05,6.98E-05,3.60E-05,1.03E-04,2.17E-05
V,mar,weekday,47,255,5.26E-05,4.47E-05,6.59E-05,3.03E-05,9.43E-05,1.77E-05
V,mar,weekday,48,255,4.95E-05,3.91E-05,5.83E-05,2.52E-05,9.15E-05,1.88E-05
V,mar,weekend,1,255,5.02E-05,3.48E-05,5.99E-05,2.25E-05,9.92E-05,1.62E-05
V,mar,weekend,2,255,7.13E-05,3.90E-05,9.00E-05,2.46E-05,1.67E-04,1.63E-05
V,mar,weekend,3,255,7.11E-05,3.92E-05,9.54E-05,2.24E-05,1.73E-04,1.48E-05
V,mar,weekend,4,255,6.46E-05,3.67E-05,8.43E-05,2.12E-05,1.46E-04,1.47E-05
V,mar,weekend,5,255,6.48E-05,3.51E-05,8.60E-05,2.15E-05,1.44E-04,1.47E-05
V,mar,weekend,6,255,6.34E-05,3.40E-05,6.98E-05,2.17E-05,1.38E-04,1.32E-05
V,mar,weekend,7,255,5.95E-05,3.13E-05,7.35E-05,1.97E-05,1.48E-04,1.34E-05
V,mar,weekend,8,255,5.38E-05,3.03E-05,7.00E-05,1.88E-05,1.31E-04,1.30E-05
V,mar,weekend,9,255,4.75E-05,2.90E-05,5.38E-05,1.82E-05,1.00E-04,1.19E-05
V,mar,weekend,10,255,3.95E-05,2.65E-05,4.77E-05,1.69E-05,7.84E-05,1.27E-05
V,mar,weekend,11,255,3.77E-05,2.59E-05,4.16E-05,1.66E-05,8.24E-05,1.26E-05
V,mar,weekend,12,255,3.53E-05,2.64E-05,4.25E-05,1.76E-05,7.26E-05,1.28E-05
V,mar,weekend,13,255,3.76E-05,2.75E-05,4.23E-05,1.91E-05,6.79E-05,1.29E-05
V,mar,weekend,14,255,3.98E-05,3.09E-05,4.63E-05,2.03E-05,8.37E-05,1.41E-05
V,mar,weekend,15,255,4.45E-05,3.56E-05,5.69E-05,2.45E-05,0.0000809,1.60E-05
V,mar,weekend,16,255,4.83E-05,3.71E-05,5.93E-05,2.59E-05,0.0000971,1.77E-05
V,mar,weekend,17,255,5.44E-05,4.53E-05,6.76E-05,2.95E-05,0.0000954,1.98E-05
V,mar,weekend,18,255,5.61E-05,4.92E-05,7.01E-05,3.26E-05,0.0000976,2.18E-05
V,mar,weekend,19,255,5.72E-05,4.81E-05,6.93E-05,3.29E-05,0.000109617,2.34E-05
V,mar,weekend,20,255,6.04E-05,4.93E-05,7.64E-05,3.48E-05,0.000109191,2.25E-05
V,mar,weekend,21,255,6.03E-05,5.26E-05,7.36E-05,3.55E-05,0.000113936,2.21E-05
V,mar,weekend,22,255,6.08E-05,5.12E-05,7.64E-05,3.46E-05,0.000105485,2.31E-05
V,mar,weekend,23,255,6.06E-05,4.86E-05,7.57E-05,3.46E-05,1.05E-04,2.27E-05
V,mar,weekend,24,255,6.02E-05,4.89E-05,7.17E-05,3.28E-05,0.000110836,2.21E-05
V,mar,weekend,25,255,6.34E-05,5.48E-05,8.27E-05,3.46E-05,0.000105261,2.02E-05
V,mar,weekend,26,255,6.35E-05,5.42E-05,7.74E-05,3.68E-05,0.000119233,2.15E-05
V,mar,weekend,27,255,6.43E-05,5.62E-05,8.09E-05,3.61E-05,0.000111063,2.39E-05
V,mar,weekend,28,255,6.23E-05,5.27E-05,7.89E-05,3.72E-05,0.000114155,2.29E-05
V,mar,weekend,29,255,5.98E-05,5.17E-05,7.28E-05,3.31E-05,0.000114837,2.01E-05
V,mar,weekend,30,255,5.94E-05,5.11E-05,7.24E-05,3.47E-05,0.000106237,2.40E-05
V,mar,weekend,31,255,6.21E-05,5.44E-05,8.33E-05,3.43E-05,0.000106845,2.27E-05
V,mar,weekend,32,255,6.03E-05,4.93E-05,7.52E-05,3.53E-05,0.000102665,2.53E-05
V,mar,weekend,33,255,6.63E-05,5.61E-05,8.46E-05,3.88E-05,0.000116546,2.55E-05
V,mar,weekend,34,255,7.03E-05,6.19E-05,0.0000924,4.09E-05,0.000122985,2.65E-05
V,mar,weekend,35,255,7.55E-05,6.63E-05,0.0000968,4.35E-05,0.000126109,3.25E-05
V,mar,weekend,36,255,8.19E-05,7.28E-05,0.000106678,5.02E-05,0.000148161,3.11E-05
V,mar,weekend,37,255,8.77E-05,7.93E-05,0.000111865,5.46E-05,0.00013979,3.74E-05
V,mar,weekend,38,255,8.55E-05,7.74E-05,0.000113187,5.53E-05,0.000147536,3.83E-05
V,mar,weekend,39,255,8.01E-05,7.19E-05,0.0000994,5.42E-05,0.000132017,3.54E-05
V,mar,weekend,40,255,7.72E-05,7.24E-05,0.0000941,5.22E-05,0.000128603,3.44E-05
V,mar,weekend,41,255,7.35E-05,6.86E-05,9.09E-05,4.57E-05,0.000123341,3.41E-05
V,mar,weekend,42,255,7.18E-05,6.47E-05,8.72E-05,4.96E-05,0.00011082,3.12E-05
V,mar,weekend,43,255,6.70E-05,5.98E-05,8.04E-05,4.39E-05,0.000106297,2.68E-05
V,mar,weekend,44,255,6.35E-05,5.46E-05,7.60E-05,3.94E-05,1.08E-04,2.46E-05
V,mar,weekend,45,255,5.90E-05,5.23E-05,7.08E-05,3.69E-05,1.00E-04,2.07E-05
V,mar,weekend,46,255,5.58E-05,4.58E-05,6.87E-05,3.02E-05,1.06E-04,1.81E-05
V,mar,weekend,47,255,4.97E-05,3.99E-05,6.35E-05,2.34E-05,1.05E-04,1.57E-05
V,mar,weekend,48,255,4.66E-05,3.39E-05,5.63E-05,2.14E-05,9.27E-05,1.50E-05
V,may,weekday,1,255,4.21E-05,3.22E-05,4.64E-05,2.09E-05,8.23E-05,1.58E-05
V,may,weekday,2,255,6.16E-05,3.62E-05,6.70E-05,2.29E-05,1.33E-04,1.62E-05
V,may,weekday,3,255,6.05E-05,3.44E-05,7.09E-05,2.17E-05,1.37E-04,1.56E-05
V,may,weekday,4,255,5.65E-05,3.22E-05,6.74E-05,2.16E-05,1.41E-04,1.45E-05
V,may,weekday,5,255,5.54E-05,3.32E-05,6.52E-05,2.11E-05,1.31E-04,1.46E-05
V,may,weekday,6,255,5.40E-05,3.15E-05,6.56E-05,2.06E-05,1.39E-04,1.32E-05
V,may,weekday,7,255,5.13E-05,2.99E-05,5.76E-05,1.93E-05,1.34E-04,1.39E-05
V,may,weekday,8,255,4.67E-05,2.76E-05,5.44E-05,1.79E-05,1.23E-04,1.26E-05
V,may,weekday,9,255,4.02E-05,2.78E-05,4.28E-05,1.72E-05,9.27E-05,1.26E-05
V,may,weekday,10,255,3.30E-05,2.42E-05,3.76E-05,1.62E-05,6.17E-05,1.21E-05
V,may,weekday,11,255,3.25E-05,2.35E-05,3.75E-05,1.61E-05,6.26E-05,1.21E-05
V,may,weekday,12,255,3.18E-05,2.53E-05,3.68E-05,1.69E-05,5.68E-05,1.23E-05
V,may,weekday,13,255,3.51E-05,2.75E-05,3.96E-05,1.81E-05,6.65E-05,1.32E-05
V,may,weekday,14,255,3.88E-05,3.24E-05,4.56E-05,2.16E-05,7.31E-05,1.44E-05
V,may,weekday,15,255,4.21E-05,3.55E-05,5.26E-05,2.46E-05,7.24E-05,1.71E-05
V,may,weekday,16,255,4.61E-05,3.85E-05,5.38E-05,2.71E-05,8.70E-05,2.02E-05
V,may,weekday,17,255,4.53E-05,3.97E-05,5.50E-05,2.84E-05,7.29E-05,1.85E-05
V,may,weekday,18,255,4.54E-05,3.94E-05,5.60E-05,2.98E-05,7.81E-05,1.97E-05
V,may,weekday,19,255,4.55E-05,4.12E-05,5.71E-05,2.91E-05,7.73E-05,2.05E-05
V,may,weekday,20,255,4.54E-05,3.99E-05,5.92E-05,2.77E-05,7.52E-05,2.00E-05
V,may,weekday,21,255,4.46E-05,3.96E-05,5.54E-05,2.91E-05,7.36E-05,2.01E-05
V,may,weekday,22,255,4.23E-05,3.74E-05,5.34E-05,2.77E-05,7.04E-05,1.88E-05
V,may,weekday,23,255,4.32E-05,3.96E-05,5.27E-05,2.84E-05,7.16E-05,1.70E-05
V,may,weekday,24,255,4.49E-05,3.88E-05,5.54E-05,2.73E-05,7.23E-05,1.95E-05
V,may,weekday,25,255,5.12E-05,4.35E-05,6.15E-05,2.94E-05,8.61E-05,1.90E-05
V,may,weekday,26,255,4.95E-05,4.34E-05,6.19E-05,2.86E-05,8.05E-05,1.84E-05
V,may,weekday,27,255,4.66E-05,4.15E-05,5.72E-05,2.93E-05,7.04E-05,2.06E-05
V,may,weekday,28,255,4.49E-05,4.14E-05,5.67E-05,2.78E-05,7.14E-05,1.93E-05
V,may,weekday,29,255,4.46E-05,4.15E-05,5.71E-05,2.78E-05,7.30E-05,1.95E-05
V,may,weekday,30,255,4.42E-05,3.96E-05,5.75E-05,2.59E-05,7.21E-05,1.92E-05
V,may,weekday,31,255,4.37E-05,3.84E-05,5.49E-05,2.65E-05,7.22E-05,1.84E-05
V,may,weekday,32,255,4.69E-05,4.03E-05,5.70E-05,2.85E-05,8.03E-05,1.95E-05
V,may,weekday,33,255,4.89E-05,4.21E-05,5.81E-05,3.08E-05,7.90E-05,2.15E-05
V,may,weekday,34,255,5.44E-05,4.84E-05,6.46E-05,3.39E-05,0.0000882,2.39E-05
V,may,weekday,35,255,6.04E-05,5.24E-05,7.58E-05,3.67E-05,0.000111339,2.28E-05
V,may,weekday,36,255,6.71E-05,6.00E-05,8.50E-05,3.88E-05,0.000113298,2.95E-05
V,may,weekday,37,255,7.17E-05,6.27E-05,0.0000875,4.21E-05,0.000111123,3.03E-05
V,may,weekday,38,255,6.90E-05,6.28E-05,8.83E-05,4.32E-05,0.000113208,3.04E-05
V,may,weekday,39,255,6.58E-05,6.01E-05,8.31E-05,4.13E-05,0.000106687,2.88E-05
V,may,weekday,40,255,6.39E-05,5.55E-05,7.57E-05,4.22E-05,0.000112925,2.65E-05
V,may,weekday,41,255,6.23E-05,5.62E-05,7.48E-05,4.19E-05,1.05E-04,2.45E-05
V,may,weekday,42,255,6.20E-05,5.43E-05,7.30E-05,4.02E-05,9.93E-05,2.92E-05
V,may,weekday,43,255,6.25E-05,5.54E-05,7.71E-05,4.02E-05,1.05E-04,2.80E-05
V,may,weekday,44,255,6.01E-05,5.21E-05,7.27E-05,3.79E-05,9.70E-05,2.65E-05
V,may,weekday,45,255,5.81E-05,5.18E-05,6.97E-05,3.34E-05,9.33E-05,2.29E-05
V,may,weekday,46,255,5.36E-05,4.55E-05,6.55E-05,3.15E-05,8.88E-05,2.17E-05
V,may,weekday,47,255,4.68E-05,3.88E-05,5.81E-05,2.77E-05,8.60E-05,1.67E-05
V,may,weekday,48,255,4.45E-05,3.51E-05,5.53E-05,2.45E-05,8.27E-05,1.62E-05
V,may,weekend,1,255,4.21E-05,3.06E-05,4.60E-05,2.00E-05,7.82E-05,1.45E-05
V,may,weekend,2,255,6.17E-05,3.61E-05,6.59E-05,2.18E-05,1.48E-04,1.37E-05
V,may,weekend,3,255,5.93E-05,3.39E-05,6.74E-05,2.01E-05,1.34E-04,1.38E-05
V,may,weekend,4,255,5.41E-05,3.16E-05,5.64E-05,1.81E-05,1.25E-04,1.27E-05
V,may,weekend,5,255,5.18E-05,3.23E-05,5.84E-05,1.85E-05,1.13E-04,1.36E-05
V,may,weekend,6,255,4.97E-05,3.09E-05,5.22E-05,1.81E-05,1.18E-04,1.28E-05
V,may,weekend,7,255,4.70E-05,2.82E-05,4.82E-05,1.78E-05,1.01E-04,1.13E-05
V,may,weekend,8,255,4.35E-05,2.67E-05,4.92E-05,1.73E-05,8.80E-05,1.19E-05
V,may,weekend,9,255,3.76E-05,2.53E-05,4.44E-05,1.62E-05,7.65E-05,1.12E-05
V,may,weekend,10,255,3.24E-05,2.30E-05,3.90E-05,1.51E-05,6.02E-05,1.08E-05
V,may,weekend,11,255,3.12E-05,2.30E-05,3.83E-05,1.50E-05,5.81E-05,1.05E-05
V,may,weekend,12,255,2.94E-05,2.32E-05,3.69E-05,1.53E-05,5.55E-05,1.09E-05
V,may,weekend,13,255,2.97E-05,2.30E-05,3.73E-05,1.59E-05,5.37E-05,1.12E-05
V,may,weekend,14,255,3.18E-05,2.63E-05,3.84E-05,1.74E-05,5.96E-05,1.09E-05
V,may,weekend,15,255,3.35E-05,3.03E-05,4.26E-05,1.91E-05,5.87E-05,1.21E-05
V,may,weekend,16,255,3.73E-05,3.21E-05,4.49E-05,2.13E-05,6.69E-05,1.42E-05
V,may,weekend,17,255,4.34E-05,3.54E-05,5.10E-05,2.39E-05,7.70E-05,1.59E-05
V,may,weekend,18,255,4.52E-05,3.70E-05,5.59E-05,2.72E-05,0.000083,1.93E-05
V,may,weekend,19,255,4.98E-05,4.17E-05,6.07E-05,3.02E-05,0.0000849,2.09E-05
V,may,weekend,20,255,5.00E-05,4.30E-05,6.13E-05,3.04E-05,0.0000886,1.88E-05
V,may,weekend,21,255,4.96E-05,4.14E-05,5.77E-05,3.00E-05,9.04E-05,1.88E-05
V,may,weekend,22,255,5.25E-05,4.43E-05,6.32E-05,3.03E-05,9.85E-05,1.63E-05
V,may,weekend,23,255,5.14E-05,4.38E-05,6.45E-05,2.89E-05,9.30E-05,1.88E-05
V,may,weekend,24,255,5.01E-05,4.44E-05,6.24E-05,2.77E-05,8.52E-05,1.75E-05
V,may,weekend,25,255,5.45E-05,4.61E-05,6.35E-05,3.04E-05,0.000095,1.69E-05
V,may,weekend,26,255,5.44E-05,4.47E-05,7.16E-05,3.09E-05,9.61E-05,2.07E-05
V,may,weekend,27,255,5.40E-05,4.50E-05,6.78E-05,3.22E-05,9.63E-05,2.03E-05
V,may,weekend,28,255,5.38E-05,4.60E-05,6.60E-05,2.84E-05,9.68E-05,1.79E-05
V,may,weekend,29,255,5.30E-05,4.70E-05,6.67E-05,3.09E-05,9.05E-05,1.96E-05
V,may,weekend,30,255,5.34E-05,4.49E-05,6.33E-05,3.01E-05,9.56E-05,1.90E-05
V,may,weekend,31,255,4.96E-05,4.16E-05,6.48E-05,2.91E-05,8.40E-05,2.04E-05
V,may,weekend,32,255,4.95E-05,4.41E-05,6.18E-05,2.89E-05,8.30E-05,1.77E-05
V,may,weekend,33,255,5.27E-05,4.60E-05,6.74E-05,3.08E-05,8.97E-05,1.91E-05
V,may,weekend,34,255,5.58E-05,4.92E-05,7.22E-05,3.35E-05,0.0000928,2.32E-05
V,may,weekend,35,255,6.03E-05,5.38E-05,7.76E-05,3.48E-05,0.000100721,2.22E-05
V,may,weekend,36,255,6.45E-05,5.58E-05,8.60E-05,3.62E-05,0.0001126,2.47E-05
V,may,weekend,37,255,6.39E-05,5.62E-05,8.17E-05,3.73E-05,0.000108181,2.66E-05
V,may,weekend,38,255,6.15E-05,5.42E-05,7.54E-05,4.10E-05,0.000102192,2.45E-05
V,may,weekend,39,255,5.88E-05,5.22E-05,7.76E-05,3.62E-05,0.0000976,2.35E-05
V,may,weekend,40,255,6.00E-05,5.35E-05,7.81E-05,3.59E-05,0.0000966,2.44E-05
V,may,weekend,41,255,6.03E-05,5.32E-05,7.35E-05,3.91E-05,0.000102976,2.59E-05
V,may,weekend,42,255,5.88E-05,5.11E-05,7.20E-05,3.78E-05,1.04E-04,2.49E-05
V,may,weekend,43,255,5.76E-05,5.08E-05,6.96E-05,3.60E-05,1.01E-04,2.46E-05
V,may,weekend,44,255,5.55E-05,4.75E-05,6.79E-05,3.49E-05,9.19E-05,2.45E-05
V,may,weekend,45,255,5.20E-05,4.63E-05,6.30E-05,3.20E-05,8.02E-05,1.89E-05
V,may,weekend,46,255,4.82E-05,4.14E-05,5.70E-05,3.02E-05,7.86E-05,1.99E-05
V,may,weekend,47,255,4.15E-05,3.32E-05,4.96E-05,2.48E-05,6.71E-05,1.67E-05
V,may,weekend,48,255,3.98E-05,3.14E-05,4.78E-05,2.16E-05,7.01E-05,1.56E-05
V,nov,weekday,1,255,4.82E-05,3.81E-05,5.88E-05,2.34E-05,9.89E-05,1.80E-05
V,nov,weekday,2,255,6.57E-05,4.05E-05,8.19E-05,2.54E-05,1.58E-04,1.87E-05
V,nov,weekday,3,255,6.64E-05,3.83E-05,7.41E-05,2.43E-05,1.55E-04,1.79E-05
V,nov,weekday,4,255,6.43E-05,3.73E-05,7.86E-05,2.28E-05,1.53E-04,1.73E-05
V,nov,weekday,5,255,6.25E-05,3.72E-05,7.71E-05,2.26E-05,1.41E-04,1.62E-05
V,nov,weekday,6,255,5.97E-05,3.23E-05,7.83E-05,2.20E-05,1.51E-04,1.57E-05
V,nov,weekday,7,255,5.61E-05,3.22E-05,6.50E-05,2.07E-05,1.44E-04,1.40E-05
V,nov,weekday,8,255,5.21E-05,3.22E-05,5.86E-05,1.92E-05,1.35E-04,1.40E-05
V,nov,weekday,9,255,4.56E-05,3.08E-05,5.14E-05,1.93E-05,9.21E-05,1.34E-05
V,nov,weekday,10,255,3.60E-05,2.66E-05,4.20E-05,1.81E-05,7.51E-05,1.32E-05
V,nov,weekday,11,255,3.44E-05,2.75E-05,4.16E-05,1.88E-05,6.62E-05,1.25E-05
V,nov,weekday,12,255,3.67E-05,2.91E-05,4.24E-05,1.98E-05,6.63E-05,1.40E-05
V,nov,weekday,13,255,4.08E-05,3.23E-05,4.91E-05,2.22E-05,6.72E-05,1.52E-05
V,nov,weekday,14,255,4.73E-05,3.97E-05,5.76E-05,2.71E-05,0.0000851,1.94E-05
V,nov,weekday,15,255,5.40E-05,4.64E-05,6.95E-05,3.20E-05,0.0000896,2.14E-05
V,nov,weekday,16,255,5.66E-05,5.10E-05,7.08E-05,3.54E-05,0.0000914,2.41E-05
V,nov,weekday,17,255,5.82E-05,5.34E-05,7.10E-05,3.81E-05,0.0000936,2.44E-05
V,nov,weekday,18,255,5.83E-05,5.13E-05,7.35E-05,3.69E-05,0.0000942,2.61E-05
V,nov,weekday,19,255,5.78E-05,5.01E-05,7.06E-05,3.80E-05,0.0000952,2.66E-05
V,nov,weekday,20,255,5.67E-05,5.18E-05,7.04E-05,3.94E-05,0.0000872,2.71E-05
V,nov,weekday,21,255,5.61E-05,5.07E-05,7.03E-05,3.73E-05,0.000085,2.83E-05
V,nov,weekday,22,255,5.58E-05,5.26E-05,6.97E-05,3.49E-05,8.70E-05,2.65E-05
V,nov,weekday,23,255,5.62E-05,4.98E-05,6.75E-05,3.68E-05,9.31E-05,2.58E-05
V,nov,weekday,24,255,5.74E-05,5.13E-05,7.04E-05,3.80E-05,0.0000915,2.85E-05
V,nov,weekday,25,255,6.14E-05,5.40E-05,7.76E-05,3.86E-05,0.0001029,2.84E-05
V,nov,weekday,26,255,6.13E-05,5.29E-05,7.78E-05,3.97E-05,0.000100194,2.63E-05
V,nov,weekday,27,255,6.05E-05,5.51E-05,7.31E-05,3.96E-05,9.27E-05,2.68E-05
V,nov,weekday,28,255,5.76E-05,5.10E-05,7.03E-05,4.02E-05,8.78E-05,2.56E-05
V,nov,weekday,29,255,5.73E-05,5.24E-05,6.77E-05,3.88E-05,9.04E-05,2.63E-05
V,nov,weekday,30,255,5.71E-05,5.04E-05,6.75E-05,3.87E-05,9.02E-05,2.61E-05
V,nov,weekday,31,255,5.91E-05,5.23E-05,7.19E-05,3.70E-05,9.13E-05,2.78E-05
V,nov,weekday,32,255,6.39E-05,5.61E-05,8.02E-05,4.19E-05,0.000110833,3.13E-05
V,nov,weekday,33,255,7.16E-05,6.05E-05,8.63E-05,4.63E-05,0.000115452,3.78E-05
V,nov,weekday,34,255,0.0000809,7.15E-05,0.0000989,5.07E-05,0.000144973,3.95E-05
V,nov,weekday,35,255,0.0000892,0.0000815,0.000107727,5.28E-05,0.000159344,4.17E-05
V,nov,weekday,36,255,0.0000951,0.0000872,0.000112548,6.09E-05,0.000156908,4.61E-05
V,nov,weekday,37,255,0.0000969,0.0000884,0.000115659,6.60E-05,0.000150492,4.72E-05
V,nov,weekday,38,255,0.0000936,0.0000841,0.000118315,6.70E-05,0.000143998,4.81E-05
V,nov,weekday,39,255,0.0000869,8.01E-05,0.000104285,6.20E-05,0.000133382,4.57E-05
V,nov,weekday,40,255,8.51E-05,7.98E-05,0.000103774,5.73E-05,0.000130424,4.24E-05
V,nov,weekday,41,255,7.99E-05,7.57E-05,1.01E-04,5.45E-05,0.000122314,3.99E-05
V,nov,weekday,42,255,7.82E-05,7.19E-05,9.41E-05,5.15E-05,0.000123419,3.84E-05
V,nov,weekday,43,255,7.59E-05,6.85E-05,8.55E-05,5.12E-05,0.000119528,3.50E-05
V,nov,weekday,44,255,6.92E-05,6.00E-05,8.32E-05,4.79E-05,1.08E-04,3.21E-05
V,nov,weekday,45,255,6.70E-05,6.07E-05,7.75E-05,4.25E-05,1.05E-04,2.92E-05
V,nov,weekday,46,255,6.17E-05,5.20E-05,7.61E-05,3.62E-05,1.05E-04,2.54E-05
V,nov,weekday,47,255,5.57E-05,4.65E-05,6.43E-05,3.11E-05,1.03E-04,2.27E-05
V,nov,weekday,48,255,5.10E-05,4.21E-05,6.14E-05,2.69E-05,9.64E-05,2.02E-05
V,nov,weekend,1,255,5.08E-05,3.79E-05,6.27E-05,2.35E-05,9.87E-05,1.67E-05
V,nov,weekend,2,255,6.75E-05,3.94E-05,8.50E-05,2.39E-05,1.81E-04,1.80E-05
V,nov,weekend,3,255,6.65E-05,3.74E-05,7.61E-05,2.30E-05,1.50E-04,1.60E-05
V,nov,weekend,4,255,6.26E-05,3.60E-05,7.36E-05,2.18E-05,1.52E-04,1.54E-05
V,nov,weekend,5,255,5.97E-05,3.45E-05,7.51E-05,2.20E-05,1.29E-04,1.55E-05
V,nov,weekend,6,255,5.60E-05,3.10E-05,6.97E-05,2.04E-05,1.28E-04,1.44E-05
V,nov,weekend,7,255,5.36E-05,3.10E-05,6.31E-05,1.98E-05,1.32E-04,1.37E-05
V,nov,weekend,8,255,5.01E-05,2.99E-05,5.84E-05,1.89E-05,1.22E-04,1.36E-05
V,nov,weekend,9,255,4.48E-05,2.75E-05,5.19E-05,1.85E-05,1.02E-04,1.23E-05
V,nov,weekend,10,255,3.65E-05,2.59E-05,3.94E-05,1.77E-05,7.09E-05,1.20E-05
V,nov,weekend,11,255,3.51E-05,2.55E-05,3.83E-05,1.68E-05,7.23E-05,1.19E-05
V,nov,weekend,12,255,3.53E-05,2.63E-05,4.44E-05,1.71E-05,6.55E-05,1.24E-05
V,nov,weekend,13,255,3.86E-05,2.85E-05,4.80E-05,1.87E-05,7.24E-05,1.30E-05
V,nov,weekend,14,255,4.28E-05,3.21E-05,5.30E-05,1.99E-05,8.42E-05,1.50E-05
V,nov,weekend,15,255,4.40E-05,3.50E-05,5.52E-05,2.36E-05,0.0000804,1.60E-05
V,nov,weekend,16,255,4.70E-05,4.17E-05,5.84E-05,2.82E-05,0.0000781,1.99E-05
V,nov,weekend,17,255,5.36E-05,4.74E-05,6.62E-05,3.10E-05,0.0000915,2.32E-05
V,nov,weekend,18,255,5.83E-05,5.09E-05,6.86E-05,3.66E-05,0.0000952,2.46E-05
V,nov,weekend,19,255,6.14E-05,5.52E-05,7.13E-05,3.78E-05,0.000100505,2.62E-05
V,nov,weekend,20,255,6.11E-05,5.20E-05,7.61E-05,3.77E-05,0.000105441,2.77E-05
V,nov,weekend,21,255,6.44E-05,5.43E-05,7.92E-05,3.98E-05,0.000114555,2.86E-05
V,nov,weekend,22,255,6.60E-05,5.81E-05,7.88E-05,4.10E-05,0.000110742,3.04E-05
V,nov,weekend,23,255,6.72E-05,5.81E-05,8.07E-05,3.68E-05,0.000113191,2.99E-05
V,nov,weekend,24,255,6.98E-05,5.91E-05,8.10E-05,4.50E-05,0.000107318,3.06E-05
V,nov,weekend,25,255,7.64E-05,6.55E-05,9.47E-05,4.55E-05,0.000135106,2.89E-05
V,nov,weekend,26,255,7.52E-05,6.37E-05,9.07E-05,4.55E-05,0.000131818,3.25E-05
V,nov,weekend,27,255,7.39E-05,6.43E-05,8.77E-05,4.41E-05,0.000126682,3.16E-05
V,nov,weekend,28,255,7.12E-05,5.91E-05,8.28E-05,4.44E-05,0.000124179,3.07E-05
V,nov,weekend,29,255,7.03E-05,5.98E-05,8.69E-05,4.23E-05,0.000130563,2.98E-05
V,nov,weekend,30,255,7.02E-05,6.14E-05,8.46E-05,4.32E-05,0.000121171,3.12E-05
V,nov,weekend,31,255,6.90E-05,5.75E-05,8.30E-05,4.30E-05,0.000118425,2.99E-05
V,nov,weekend,32,255,7.18E-05,6.19E-05,0.0000919,4.37E-05,0.000127814,3.39E-05
V,nov,weekend,33,255,7.63E-05,6.64E-05,0.0000971,4.64E-05,0.000132929,3.29E-05
V,nov,weekend,34,255,0.0000847,7.49E-05,0.000107286,5.30E-05,0.000143167,4.03E-05
V,nov,weekend,35,255,0.0000946,0.0000815,0.00012033,5.80E-05,0.000159785,4.08E-05
V,nov,weekend,36,255,0.0000946,0.0000862,0.000118232,6.00E-05,0.000159556,4.14E-05
V,nov,weekend,37,255,0.0000971,0.0000877,0.000126207,5.95E-05,0.000159222,4.13E-05
V,nov,weekend,38,255,0.0000916,8.50E-05,0.00011962,6.08E-05,0.000152645,4.30E-05
V,nov,weekend,39,255,0.0000837,7.56E-05,0.000104187,5.71E-05,0.000138126,3.95E-05
V,nov,weekend,40,255,7.97E-05,7.30E-05,0.000100826,5.20E-05,0.000123029,3.98E-05
V,nov,weekend,41,255,7.65E-05,6.74E-05,0.0000969,5.35E-05,0.000123572,3.51E-05
V,nov,weekend,42,255,7.46E-05,6.72E-05,8.57E-05,4.99E-05,0.000121091,3.74E-05
V,nov,weekend,43,255,7.07E-05,6.37E-05,8.45E-05,4.60E-05,0.000113224,3.47E-05
V,nov,weekend,44,255,6.69E-05,6.05E-05,8.09E-05,4.28E-05,0.00011515,2.72E-05
V,nov,weekend,45,255,6.26E-05,5.48E-05,7.55E-05,3.60E-05,1.11E-04,2.65E-05
V,nov,weekend,46,255,5.70E-05,4.67E-05,7.52E-05,3.23E-05,9.94E-05,2.29E-05
V,nov,weekend,47,255,4.89E-05,4.12E-05,5.93E-05,2.63E-05,8.99E-05,1.73E-05
V,nov,weekend,48,255,4.74E-05,3.68E-05,6.02E-05,2.43E-05,8.50E-05,1.62E-05
