archetype,read_month,read_type_of_day,read_hh,n_puprn,elec_imp_mean,elec_imp_50th,elec_imp_75th,elec_imp_25th,elec_imp_90th,elec_imp_10th
G21,oct,weekend,8,434,2.39E-05,2.20E-05,2.87E-05,1.66E-05,3.62E-05,1.29E-05
G21,oct,weekend,9,434,2.42E-05,2.21E-05,2.88E-05,1.64E-05,3.56E-05,1.29E-05
G21,oct,weekend,10,434,2.45E-05,2.19E-05,2.87E-05,1.67E-05,3.73E-05,1.38E-05
G21,oct,weekend,11,434,2.53E-05,2.25E-05,2.91E-05,1.72E-05,3.86E-05,1.31E-05
G21,oct,weekend,12,434,2.63E-05,2.35E-05,3.16E-05,1.72E-05,3.94E-05,1.37E-05
G21,oct,weekend,13,434,2.97E-05,2.57E-05,3.40E-05,1.88E-05,4.62E-05,1.48E-05
G21,oct,weekend,14,434,3.19E-05,2.85E-05,3.77E-05,2.02E-05,5.41E-05,1.51E-05
G21,oct,weekend,15,434,3.90E-05,3.30E-05,4.75E-05,2.42E-05,6.73E-05,1.75E-05
G21,oct,weekend,16,434,4.74E-05,4.27E-05,6.17E-05,2.79E-05,8.02E-05,2.12E-05
G21,oct,weekend,17,434,5.91E-05,5.25E-05,7.62E-05,3.62E-05,9.95E-05,2.57E-05
G21,oct,weekend,18,434,6.71E-05,5.96E-05,8.34E-05,4.51E-05,0.000111601,3.11E-05
G21,oct,weekend,19,434,7.33E-05,6.44E-05,9.09E-05,4.68E-05,0.000122785,3.68E-05
G21,oct,weekend,20,434,7.52E-05,6.88E-05,9.48E-05,5.04E-05,0.000118909,3.74E-05
G21,oct,weekend,21,434,7.64E-05,6.88E-05,9.53E-05,5.13E-05,0.000123971,3.66E-05
G21,oct,weekend,22,434,7.38E-05,6.74E-05,8.90E-05,4.96E-05,0.000119219,3.71E-05
G21,oct,weekend,23,434,7.43E-05,6.66E-05,8.84E-05,5.18E-05,0.000116243,3.92E-05
G21,oct,weekend,24,434,7.60E-05,6.89E-05,9.14E-05,5.07E-05,0.00011731,4.13E-05
G21,oct,weekend,25,434,7.90E-05,7.17E-05,9.84E-05,5.48E-05,0.000125698,4.07E-05
G21,oct,weekend,26,434,7.93E-05,7.49E-05,9.64E-05,5.55E-05,0.000122116,4.20E-05
G21,oct,weekend,27,434,7.75E-05,7.11E-05,9.51E-05,5.36E-05,0.000120119,4.06E-05
G21,oct,weekend,28,434,7.22E-05,6.73E-05,8.52E-05,5.22E-05,0.000111069,3.82E-05
G21,oct,weekend,29,434,6.92E-05,6.52E-05,8.68E-05,4.84E-05,0.000106699,3.72E-05
G21,oct,weekend,30,434,6.90E-05,6.43E-05,8.55E-05,4.84E-05,0.000105658,3.73E-05
G21,oct,weekend,31,434,7.04E-05,6.43E-05,8.29E-05,4.82E-05,0.000110871,3.66E-05
G21,oct,weekend,32,434,7.25E-05,6.56E-05,8.80E-05,5.06E-05,0.000113994,3.88E-05
G21,oct,weekend,33,434,7.83E-05,7.01E-05,9.46E-05,5.34E-05,0.000127973,4.11E-05
G21,oct,weekend,34,434,8.42E-05,7.83E-05,0.000103281,5.78E-05,0.000131267,4.42E-05
G21,oct,weekend,35,434,9.26E-05,8.46E-05,0.000112976,6.44E-05,0.000158523,4.54E-05
G21,oct,weekend,36,434,9.82E-05,8.92E-05,0.000118797,6.76E-05,0.000151638,5.00E-05
G21,oct,weekend,37,434,0.000101964,9.53E-05,0.000126885,6.90E-05,0.000159145,5.30E-05
G21,oct,weekend,38,434,0.000101977,9.46E-05,0.00012131,6.75E-05,0.000157873,5.45E-05
G21,oct,weekend,39,434,9.57E-05,8.96E-05,0.000118291,6.67E-05,0.000146163,5.26E-05
G21,oct,weekend,40,434,9.16E-05,8.52E-05,0.000109668,6.51E-05,0.000139083,5.25E-05
G21,oct,weekend,41,434,8.35E-05,7.92E-05,9.94E-05,6.22E-05,0.000122849,4.86E-05
G21,oct,weekend,42,434,7.76E-05,7.35E-05,9.37E-05,5.64E-05,0.000116937,4.62E-05
G21,oct,weekend,43,434,7.20E-05,6.70E-05,8.51E-05,5.32E-05,0.000106259,4.33E-05
G21,oct,weekend,44,434,6.58E-05,6.32E-05,7.75E-05,4.80E-05,9.69E-05,3.83E-05
G21,oct,weekend,45,434,5.88E-05,5.43E-05,7.14E-05,4.23E-05,8.57E-05,3.30E-05
G21,oct,weekend,46,434,5.28E-05,4.83E-05,6.54E-05,3.60E-05,8.65E-05,2.65E-05
G21,oct,weekend,47,434,4.63E-05,4.22E-05,5.77E-05,3.01E-05,7.21E-05,2.19E-05
G21,oct,weekend,48,434,4.08E-05,3.71E-05,5.11E-05,2.61E-05,6.49E-05,1.87E-05
G21,sep,weekday,1,434,3.37E-05,2.99E-05,4.04E-05,2.26E-05,5.34E-05,1.75E-05
G21,sep,weekday,2,434,3.04E-05,2.69E-05,3.62E-05,2.08E-05,4.76E-05,1.62E-05
G21,sep,weekday,3,434,2.82E-05,2.52E-05,3.29E-05,1.97E-05,4.37E-05,1.56E-05
G21,sep,weekday,4,434,2.66E-05,2.38E-05,3.05E-05,1.90E-05,3.87E-05,1.46E-05
G21,sep,weekday,5,434,2.56E-05,2.34E-05,3.04E-05,1.86E-05,3.64E-05,1.45E-05
G21,sep,weekday,6,434,2.45E-05,2.26E-05,2.86E-05,1.77E-05,3.45E-05,1.42E-05
G21,sep,weekday,7,434,2.39E-05,2.25E-05,2.84E-05,1.74E-05,3.41E-05,1.37E-05
G21,sep,weekday,8,434,2.34E-05,2.16E-05,2.75E-05,1.74E-05,3.41E-05,1.33E-05
G21,sep,weekday,9,434,2.38E-05,2.18E-05,2.78E-05,1.74E-05,3.45E-05,1.35E-05
G21,sep,weekday,10,434,2.40E-05,2.19E-05,2.81E-05,1.68E-05,3.59E-05,1.31E-05
G21,sep,weekday,11,434,2.53E-05,2.28E-05,2.97E-05,1.74E-05,3.92E-05,1.36E-05
G21,sep,weekday,12,434,2.69E-05,2.40E-05,3.17E-05,1.89E-05,4.15E-05,1.44E-05
G21,sep,weekday,13,434,3.56E-05,2.93E-05,4.19E-05,2.14E-05,5.76E-05,1.70E-05
G21,sep,weekday,14,434,4.84E-05,3.89E-05,5.58E-05,2.65E-05,8.20E-05,1.95E-05
G21,sep,weekday,15,434,6.02E-05,5.12E-05,6.95E-05,3.61E-05,9.54E-05,2.68E-05
G21,sep,weekday,16,434,6.37E-05,5.61E-05,7.55E-05,4.17E-05,0.000101789,3.15E-05
G21,sep,weekday,17,434,6.05E-05,5.54E-05,7.06E-05,4.31E-05,9.30E-05,3.21E-05
G21,sep,weekday,18,434,5.55E-05,5.31E-05,6.75E-05,4.02E-05,8.32E-05,3.13E-05
G21,sep,weekday,19,434,5.67E-05,5.35E-05,6.84E-05,4.02E-05,8.41E-05,3.14E-05
G21,sep,weekday,20,434,5.31E-05,5.06E-05,6.22E-05,3.85E-05,7.76E-05,2.80E-05
G21,sep,weekday,21,434,5.18E-05,5.00E-05,6.09E-05,3.86E-05,7.62E-05,2.71E-05
G21,sep,weekday,22,434,5.07E-05,4.88E-05,6.16E-05,3.74E-05,7.40E-05,2.89E-05
G21,sep,weekday,23,434,5.02E-05,4.82E-05,6.02E-05,3.61E-05,7.55E-05,2.71E-05
G21,sep,weekday,24,434,5.22E-05,4.90E-05,6.37E-05,3.77E-05,7.87E-05,2.88E-05
G21,sep,weekday,25,434,5.40E-05,5.11E-05,6.66E-05,3.95E-05,8.11E-05,2.94E-05
G21,sep,weekday,26,434,5.28E-05,5.11E-05,6.36E-05,3.90E-05,8.04E-05,2.98E-05
G21,sep,weekday,27,434,5.17E-05,4.96E-05,6.30E-05,3.85E-05,7.60E-05,3.18E-05
G21,sep,weekday,28,434,5.13E-05,4.91E-05,6.22E-05,3.82E-05,7.51E-05,2.95E-05
G21,sep,weekday,29,434,4.90E-05,4.64E-05,5.86E-05,3.57E-05,7.30E-05,2.81E-05
G21,sep,weekday,30,434,4.84E-05,4.54E-05,5.68E-05,3.61E-05,6.90E-05,2.86E-05
G21,sep,weekday,31,434,4.92E-05,4.70E-05,5.77E-05,3.56E-05,7.29E-05,2.88E-05
G21,sep,weekday,32,434,5.26E-05,4.87E-05,6.17E-05,3.83E-05,8.00E-05,3.11E-05
G21,sep,weekday,33,434,5.96E-05,5.52E-05,6.96E-05,4.16E-05,8.76E-05,3.34E-05
G21,sep,weekday,34,434,6.85E-05,6.04E-05,8.02E-05,4.76E-05,0.000113188,3.49E-05
G21,sep,weekday,35,434,7.99E-05,7.14E-05,9.62E-05,5.22E-05,0.000133995,4.02E-05
G21,sep,weekday,36,434,8.64E-05,7.66E-05,0.000107028,6.10E-05,0.000138046,4.62E-05
G21,sep,weekday,37,434,9.01E-05,8.40E-05,0.000106756,6.33E-05,0.000137513,5.02E-05
G21,sep,weekday,38,434,8.79E-05,7.94E-05,0.000103058,6.21E-05,0.000132254,4.73E-05
G21,sep,weekday,39,434,8.61E-05,7.83E-05,0.000103523,6.32E-05,0.000131191,5.01E-05
G21,sep,weekday,40,434,8.58E-05,7.91E-05,9.60E-05,6.44E-05,0.000131597,5.28E-05
G21,sep,weekday,41,434,8.14E-05,7.76E-05,9.37E-05,6.27E-05,0.000113799,5.32E-05
G21,sep,weekday,42,434,7.72E-05,7.24E-05,9.03E-05,6.00E-05,0.000107237,5.00E-05
G21,sep,weekday,43,434,7.15E-05,6.58E-05,8.31E-05,5.53E-05,0.000101075,4.63E-05
G21,sep,weekday,44,434,6.53E-05,6.04E-05,7.72E-05,5.05E-05,9.33E-05,4.02E-05
G21,sep,weekday,45,434,5.98E-05,5.70E-05,7.30E-05,4.41E-05,8.77E-05,3.26E-05
G21,sep,weekday,46,434,5.21E-05,4.72E-05,6.30E-05,3.54E-05,8.33E-05,2.62E-05
G21,sep,weekday,47,434,4.36E-05,4.00E-05,5.30E-05,2.83E-05,7.03E-05,2.24E-05
G21,sep,weekday,48,434,3.86E-05,3.55E-05,4.76E-05,2.59E-05,6.08E-05,1.93E-05
G21,sep,weekend,1,434,3.69E-05,3.32E-05,4.42E-05,2.43E-05,6.08E-05,1.86E-05
G21,sep,weekend,2,434,3.35E-05,2.99E-05,4.09E-05,2.26E-05,5.55E-05,1.66E-05
G21,sep,weekend,3,434,3.02E-05,2.68E-05,3.69E-05,2.04E-05,4.74E-05,1.60E-05
G21,sep,weekend,4,434,2.85E-05,2.50E-05,3.35E-05,1.93E-05,4.50E-05,1.54E-05
G21,sep,weekend,5,434,2.68E-05,2.38E-05,3.18E-05,1.84E-05,4.13E-05,1.42E-05
G21,sep,weekend,6,434,2.53E-05,2.27E-05,2.95E-05,1.80E-05,3.83E-05,1.37E-05
G21,sep,weekend,7,434,2.46E-05,2.26E-05,2.99E-05,1.68E-05,3.61E-05,1.31E-05
G21,sep,weekend,8,434,2.33E-05,2.19E-05,2.78E-05,1.71E-05,3.56E-05,1.31E-05
G21,sep,weekend,9,434,2.34E-05,2.18E-05,2.82E-05,1.66E-05,3.60E-05,1.30E-05
G21,sep,weekend,10,434,2.35E-05,2.16E-05,2.81E-05,1.70E-05,3.58E-05,1.33E-05
G21,sep,weekend,11,434,2.47E-05,2.20E-05,2.85E-05,1.65E-05,3.80E-05,1.32E-05
G21,sep,weekend,12,434,2.48E-05,2.22E-05,2.90E-05,1.77E-05,3.74E-05,1.38E-05
G21,sep,weekend,13,434,2.80E-05,2.36E-05,3.21E-05,1.84E-05,4.25E-05,1.39E-05
G21,sep,weekend,14,434,2.99E-05,2.65E-05,3.63E-05,2.00E-05,4.69E-05,1.59E-05
G21,sep,weekend,15,434,3.71E-05,3.11E-05,4.71E-05,2.26E-05,6.25E-05,1.68E-05
G21,sep,weekend,16,434,4.51E-05,3.90E-05,5.60E-05,2.84E-05,7.44E-05,1.94E-05
G21,sep,weekend,17,434,5.55E-05,4.92E-05,7.15E-05,3.40E-05,9.56E-05,2.30E-05
G21,sep,weekend,18,434,6.30E-05,5.63E-05,8.04E-05,3.88E-05,0.000103545,2.87E-05
G21,sep,weekend,19,434,6.62E-05,5.99E-05,8.33E-05,4.15E-05,0.000108388,3.07E-05
G21,sep,weekend,20,434,6.99E-05,6.18E-05,8.46E-05,4.57E-05,0.000109863,3.37E-05
G21,sep,weekend,21,434,6.92E-05,5.99E-05,8.53E-05,4.34E-05,0.000113215,3.29E-05
G21,sep,weekend,22,434,7.01E-05,6.15E-05,8.67E-05,4.46E-05,0.000110661,3.39E-05
G21,sep,weekend,23,434,6.97E-05,5.86E-05,8.71E-05,4.29E-05,0.000112933,3.28E-05
G21,sep,weekend,24,434,7.02E-05,6.20E-05,8.47E-05,4.38E-05,0.000117526,3.43E-05
G21,sep,weekend,25,434,7.45E-05,6.74E-05,8.79E-05,4.83E-05,0.000120258,3.50E-05
G21,sep,weekend,26,434,7.25E-05,6.62E-05,8.75E-05,4.73E-05,0.000124016,3.59E-05
G21,sep,weekend,27,434,6.94E-05,6.14E-05,8.47E-05,4.75E-05,0.000114441,3.63E-05
G21,sep,weekend,28,434,6.73E-05,6.14E-05,8.33E-05,4.58E-05,0.00010825,3.31E-05
G21,sep,weekend,29,434,6.23E-05,5.60E-05,7.79E-05,4.04E-05,0.000102956,2.97E-05
G21,sep,weekend,30,434,6.21E-05,5.63E-05,7.60E-05,4.19E-05,0.000100934,3.15E-05
G21,sep,weekend,31,434,6.06E-05,5.46E-05,7.59E-05,4.21E-05,9.73E-05,3.03E-05
G21,sep,weekend,32,434,6.34E-05,5.77E-05,7.84E-05,4.31E-05,0.00010064,3.26E-05
G21,sep,weekend,33,434,6.84E-05,5.99E-05,8.32E-05,4.42E-05,0.000114542,3.44E-05
G21,sep,weekend,34,434,7.65E-05,6.72E-05,9.77E-05,4.89E-05,0.000122397,3.66E-05
G21,sep,weekend,35,434,8.37E-05,7.50E-05,0.000103763,5.41E-05,0.000135304,3.93E-05
G21,sep,weekend,36,434,8.85E-05,7.87E-05,0.000111497,5.55E-05,0.000148704,4.22E-05
G21,sep,weekend,37,434,8.84E-05,7.77E-05,0.000109104,5.73E-05,0.000150836,4.31E-05
G21,sep,weekend,38,434,8.48E-05,7.63E-05,0.000105439,5.69E-05,0.000135503,4.19E-05
G21,sep,weekend,39,434,8.41E-05,7.76E-05,0.000103256,5.78E-05,0.000128126,4.47E-05
G21,sep,weekend,40,434,8.60E-05,7.92E-05,0.000104166,5.82E-05,0.000135746,4.60E-05
G21,sep,weekend,41,434,8.11E-05,7.18E-05,9.68E-05,5.73E-05,0.000125164,4.66E-05
G21,sep,weekend,42,434,7.54E-05,6.94E-05,9.28E-05,5.33E-05,0.000112581,4.37E-05
G21,sep,weekend,43,434,6.90E-05,6.37E-05,8.07E-05,5.09E-05,0.000107316,4.05E-05
G21,sep,weekend,44,434,6.33E-05,5.77E-05,7.51E-05,4.64E-05,9.68E-05,3.77E-05
G21,sep,weekend,45,434,5.75E-05,5.32E-05,6.82E-05,4.10E-05,9.12E-05,3.09E-05
G21,sep,weekend,46,434,5.15E-05,4.72E-05,6.05E-05,3.58E-05,8.39E-05,2.60E-05
G21,sep,weekend,47,434,4.52E-05,4.05E-05,5.60E-05,2.98E-05,7.32E-05,2.10E-05
G21,sep,weekend,48,434,4.00E-05,3.66E-05,4.91E-05,2.62E-05,6.34E-05,1.98E-05
G22,apr,weekday,1,529,3.30E-05,2.74E-05,3.88E-05,2.11E-05,5.41E-05,1.62E-05
G22,apr,weekday,2,529,3.00E-05,2.49E-05,3.48E-05,1.91E-05,4.87E-05,1.46E-05
G22,apr,weekday,3,529,2.79E-05,2.33E-05,3.10E-05,1.75E-05,4.46E-05,1.40E-05
G22,apr,weekday,4,529,2.70E-05,2.23E-05,2.99E-05,1.68E-05,4.02E-05,1.33E-05
G22,apr,weekday,5,529,2.61E-05,2.15E-05,2.89E-05,1.64E-05,4.06E-05,1.31E-05
G22,apr,weekday,6,529,2.60E-05,2.10E-05,2.82E-05,1.60E-05,4.03E-05,1.27E-05
G22,apr,weekday,7,529,2.55E-05,2.09E-05,2.72E-05,1.60E-05,3.98E-05,1.27E-05
G22,apr,weekday,8,529,2.54E-05,2.03E-05,2.75E-05,1.56E-05,4.08E-05,1.25E-05
G22,apr,weekday,9,529,2.59E-05,2.05E-05,2.75E-05,1.57E-05,3.97E-05,1.22E-05
G22,apr,weekday,10,529,2.53E-05,2.02E-05,2.76E-05,1.57E-05,3.92E-05,1.23E-05
G22,apr,weekday,11,529,2.55E-05,2.13E-05,2.91E-05,1.59E-05,4.07E-05,1.27E-05
G22,apr,weekday,12,529,2.69E-05,2.29E-05,3.08E-05,1.72E-05,4.26E-05,1.36E-05
G22,apr,weekday,13,529,3.47E-05,2.85E-05,3.99E-05,2.07E-05,5.75E-05,1.58E-05
G22,apr,weekday,14,529,4.33E-05,3.74E-05,5.18E-05,2.68E-05,7.00E-05,1.94E-05
G22,apr,weekday,15,529,5.68E-05,4.94E-05,6.69E-05,3.55E-05,9.20E-05,2.51E-05
G22,apr,weekday,16,529,6.36E-05,5.65E-05,7.50E-05,4.30E-05,9.88E-05,3.14E-05
G22,apr,weekday,17,529,6.17E-05,5.62E-05,7.52E-05,4.12E-05,9.39E-05,3.15E-05
G22,apr,weekday,18,529,5.75E-05,5.28E-05,6.89E-05,4.01E-05,8.59E-05,3.08E-05
G22,apr,weekday,19,529,5.72E-05,5.29E-05,6.93E-05,3.98E-05,8.50E-05,3.00E-05
G22,apr,weekday,20,529,5.46E-05,5.07E-05,6.65E-05,3.85E-05,8.45E-05,3.00E-05
G22,apr,weekday,21,529,5.34E-05,4.93E-05,6.51E-05,3.85E-05,7.99E-05,2.86E-05
G22,apr,weekday,22,529,5.23E-05,4.86E-05,6.20E-05,3.80E-05,8.00E-05,2.89E-05
G22,apr,weekday,23,529,5.20E-05,4.81E-05,6.31E-05,3.71E-05,8.05E-05,2.82E-05
G22,apr,weekday,24,529,5.18E-05,4.92E-05,6.12E-05,3.76E-05,7.92E-05,2.81E-05
G22,apr,weekday,25,529,5.42E-05,5.08E-05,6.41E-05,3.86E-05,8.11E-05,3.11E-05
G22,apr,weekday,26,529,5.40E-05,5.01E-05,6.46E-05,3.95E-05,8.05E-05,3.07E-05
G22,apr,weekday,27,529,5.28E-05,5.02E-05,6.23E-05,3.86E-05,7.66E-05,3.04E-05
G22,apr,weekday,28,529,5.03E-05,4.89E-05,6.07E-05,3.64E-05,7.20E-05,2.84E-05
G22,apr,weekday,29,529,4.82E-05,4.66E-05,5.79E-05,3.51E-05,7.13E-05,2.76E-05
G22,apr,weekday,30,529,4.83E-05,4.67E-05,5.76E-05,3.49E-05,7.08E-05,2.65E-05
G22,apr,weekday,31,529,4.76E-05,4.49E-05,5.65E-05,3.53E-05,7.22E-05,2.68E-05
G22,apr,weekday,32,529,5.24E-05,4.88E-05,6.27E-05,3.77E-05,7.84E-05,2.93E-05
G22,apr,weekday,33,529,5.92E-05,5.59E-05,7.13E-05,4.19E-05,9.05E-05,3.19E-05
G22,apr,weekday,34,529,7.09E-05,6.35E-05,8.73E-05,4.79E-05,0.00010724,3.84E-05
G22,apr,weekday,35,529,8.12E-05,7.31E-05,0.000100649,5.55E-05,0.000131881,4.11E-05
G22,apr,weekday,36,529,8.41E-05,7.74E-05,9.90E-05,5.98E-05,0.0001351,4.60E-05
G22,apr,weekday,37,529,8.24E-05,7.55E-05,9.76E-05,5.90E-05,0.000127287,4.83E-05
G22,apr,weekday,38,529,8.17E-05,7.65E-05,9.60E-05,5.96E-05,0.000124226,4.79E-05
G22,apr,weekday,39,529,8.23E-05,7.62E-05,0.000100579,5.82E-05,0.000126203,4.59E-05
G22,apr,weekday,40,529,8.12E-05,7.52E-05,9.75E-05,6.01E-05,0.000121071,4.72E-05
G22,apr,weekday,41,529,8.04E-05,7.56E-05,9.37E-05,5.93E-05,0.000117842,4.80E-05
G22,apr,weekday,42,529,7.72E-05,7.38E-05,9.11E-05,5.81E-05,0.00011224,4.54E-05
G22,apr,weekday,43,529,7.11E-05,6.69E-05,8.27E-05,5.25E-05,0.000104343,4.16E-05
G22,apr,weekday,44,529,6.55E-05,6.08E-05,7.77E-05,4.79E-05,9.70E-05,3.65E-05
G22,apr,weekday,45,529,5.85E-05,5.54E-05,7.09E-05,4.12E-05,8.79E-05,3.15E-05
G22,apr,weekday,46,529,5.06E-05,4.68E-05,6.20E-05,3.58E-05,7.98E-05,2.41E-05
G22,apr,weekday,47,529,4.38E-05,3.96E-05,5.38E-05,2.84E-05,7.18E-05,2.09E-05
G22,apr,weekday,48,529,3.88E-05,3.34E-05,4.64E-05,2.44E-05,6.34E-05,1.80E-05
G22,apr,weekend,1,529,3.66E-05,3.08E-05,4.35E-05,2.24E-05,5.86E-05,1.66E-05
G22,apr,weekend,2,529,3.32E-05,2.78E-05,3.99E-05,2.01E-05,5.17E-05,1.50E-05
G22,apr,weekend,3,529,2.97E-05,2.52E-05,3.55E-05,1.81E-05,4.73E-05,1.38E-05
G22,apr,weekend,4,529,2.78E-05,2.34E-05,3.21E-05,1.73E-05,4.51E-05,1.32E-05
G22,apr,weekend,5,529,2.67E-05,2.23E-05,3.09E-05,1.64E-05,4.07E-05,1.29E-05
G22,apr,weekend,6,529,2.64E-05,2.19E-05,2.90E-05,1.60E-05,4.05E-05,1.28E-05
G22,apr,weekend,7,529,2.56E-05,2.14E-05,2.85E-05,1.55E-05,4.22E-05,1.19E-05
G22,apr,weekend,8,529,2.60E-05,2.06E-05,2.79E-05,1.58E-05,4.04E-05,1.23E-05
G22,apr,weekend,9,529,2.63E-05,2.06E-05,2.80E-05,1.52E-05,4.21E-05,1.21E-05
G22,apr,weekend,10,529,2.61E-05,2.06E-05,2.85E-05,1.56E-05,4.11E-05,1.20E-05
G22,apr,weekend,11,529,2.54E-05,2.05E-05,2.82E-05,1.56E-05,4.12E-05,1.20E-05
G22,apr,weekend,12,529,2.57E-05,2.18E-05,2.93E-05,1.66E-05,4.13E-05,1.29E-05
G22,apr,weekend,13,529,2.84E-05,2.44E-05,3.36E-05,1.77E-05,4.60E-05,1.41E-05
G22,apr,weekend,14,529,3.30E-05,2.84E-05,3.91E-05,2.07E-05,5.44E-05,1.49E-05
G22,apr,weekend,15,529,4.11E-05,3.50E-05,5.03E-05,2.44E-05,6.91E-05,1.82E-05
G22,apr,weekend,16,529,5.05E-05,4.33E-05,6.02E-05,2.90E-05,8.30E-05,2.08E-05
G22,apr,weekend,17,529,5.86E-05,5.12E-05,7.08E-05,3.68E-05,9.58E-05,2.53E-05
G22,apr,weekend,18,529,6.47E-05,5.61E-05,7.87E-05,3.96E-05,0.000111864,2.77E-05
G22,apr,weekend,19,529,6.84E-05,6.29E-05,8.24E-05,4.28E-05,0.000110621,3.05E-05
G22,apr,weekend,20,529,6.95E-05,6.37E-05,8.31E-05,4.78E-05,0.000110206,3.37E-05
G22,apr,weekend,21,529,7.01E-05,6.35E-05,8.46E-05,4.72E-05,0.000108116,3.38E-05
G22,apr,weekend,22,529,6.78E-05,6.18E-05,8.21E-05,4.49E-05,0.000107423,3.24E-05
G22,apr,weekend,23,529,6.58E-05,5.98E-05,8.18E-05,4.43E-05,0.000110057,3.17E-05
G22,apr,weekend,24,529,6.85E-05,6.19E-05,8.55E-05,4.62E-05,0.00010984,3.12E-05
G22,apr,weekend,25,529,7.13E-05,6.51E-05,8.90E-05,4.63E-05,0.000118379,3.38E-05
G22,apr,weekend,26,529,6.99E-05,6.45E-05,8.25E-05,4.62E-05,0.000114472,3.48E-05
G22,apr,weekend,27,529,6.89E-05,6.24E-05,8.30E-05,4.46E-05,0.000113235,3.39E-05
G22,apr,weekend,28,529,6.28E-05,5.93E-05,7.69E-05,4.23E-05,9.97E-05,2.98E-05
G22,apr,weekend,29,529,6.08E-05,5.84E-05,7.53E-05,4.12E-05,9.34E-05,3.09E-05
G22,apr,weekend,30,529,6.08E-05,5.61E-05,7.71E-05,3.87E-05,9.88E-05,2.97E-05
G22,apr,weekend,31,529,5.98E-05,5.57E-05,7.25E-05,3.93E-05,9.67E-05,2.80E-05
G22,apr,weekend,32,529,5.98E-05,5.55E-05,7.24E-05,3.84E-05,9.61E-05,2.91E-05
G22,apr,weekend,33,529,6.78E-05,6.02E-05,8.25E-05,4.51E-05,0.000108667,3.10E-05
G22,apr,weekend,34,529,7.49E-05,6.70E-05,9.28E-05,4.95E-05,0.000121738,3.34E-05
G22,apr,weekend,35,529,8.20E-05,7.52E-05,9.87E-05,5.31E-05,0.000134294,3.84E-05
G22,apr,weekend,36,529,8.57E-05,7.72E-05,0.000109293,5.69E-05,0.000142237,3.96E-05
G22,apr,weekend,37,529,8.09E-05,7.44E-05,1.00E-04,5.37E-05,0.000129374,4.01E-05
G22,apr,weekend,38,529,7.90E-05,7.35E-05,9.84E-05,5.42E-05,0.000122601,4.00E-05
G22,apr,weekend,39,529,7.98E-05,7.45E-05,9.80E-05,5.37E-05,0.000123075,4.23E-05
G22,apr,weekend,40,529,8.11E-05,7.51E-05,9.93E-05,5.28E-05,0.000127502,3.99E-05
G22,apr,weekend,41,529,7.76E-05,7.03E-05,9.64E-05,5.38E-05,0.000120909,3.96E-05
G22,apr,weekend,42,529,7.36E-05,6.65E-05,8.83E-05,5.10E-05,0.000115058,3.90E-05
G22,apr,weekend,43,529,6.69E-05,6.19E-05,8.04E-05,4.81E-05,0.000100329,3.80E-05
G22,apr,weekend,44,529,6.06E-05,5.59E-05,7.26E-05,4.20E-05,9.32E-05,3.32E-05
G22,apr,weekend,45,529,5.39E-05,5.01E-05,6.63E-05,3.74E-05,8.28E-05,2.83E-05
G22,apr,weekend,46,529,4.96E-05,4.53E-05,6.08E-05,3.25E-05,7.85E-05,2.39E-05
G22,apr,weekend,47,529,4.40E-05,3.93E-05,5.40E-05,2.79E-05,7.15E-05,2.12E-05
G22,apr,weekend,48,529,3.85E-05,3.30E-05,4.65E-05,2.37E-05,6.49E-05,1.74E-05
G22,aug,weekday,1,529,3.26E-05,2.87E-05,3.78E-05,2.12E-05,5.07E-05,1.64E-05
G22,aug,weekday,2,529,2.94E-05,2.62E-05,3.46E-05,1.93E-05,4.70E-05,1.49E-05
G22,aug,weekday,3,529,2.71E-05,2.40E-05,3.24E-05,1.84E-05,4.16E-05,1.35E-05
G22,aug,weekday,4,529,2.53E-05,2.29E-05,3.04E-05,1.78E-05,3.90E-05,1.34E-05
G22,aug,weekday,5,529,2.44E-05,2.15E-05,2.84E-05,1.69E-05,3.68E-05,1.34E-05
G22,aug,weekday,6,529,2.38E-05,2.12E-05,2.73E-05,1.61E-05,3.51E-05,1.26E-05
G22,aug,weekday,7,529,2.31E-05,2.07E-05,2.69E-05,1.56E-05,3.43E-05,1.22E-05
G22,aug,weekday,8,529,2.23E-05,2.06E-05,2.63E-05,1.55E-05,3.36E-05,1.21E-05
G22,aug,weekday,9,529,2.21E-05,2.05E-05,2.64E-05,1.54E-05,3.30E-05,1.21E-05
G22,aug,weekday,10,529,2.18E-05,2.00E-05,2.61E-05,1.54E-05,3.27E-05,1.24E-05
G22,aug,weekday,11,529,2.24E-05,2.07E-05,2.69E-05,1.56E-05,3.35E-05,1.21E-05
G22,aug,weekday,12,529,2.39E-05,2.12E-05,2.78E-05,1.65E-05,3.64E-05,1.28E-05
G22,aug,weekday,13,529,2.81E-05,2.51E-05,3.25E-05,1.80E-05,4.45E-05,1.36E-05
G22,aug,weekday,14,529,3.30E-05,2.90E-05,4.01E-05,2.07E-05,5.26E-05,1.59E-05
G22,aug,weekday,15,529,4.02E-05,3.47E-05,4.77E-05,2.35E-05,6.67E-05,1.76E-05
G22,aug,weekday,16,529,4.86E-05,4.23E-05,5.90E-05,2.93E-05,7.94E-05,2.09E-05
G22,aug,weekday,17,529,5.06E-05,4.65E-05,6.28E-05,3.42E-05,8.02E-05,2.32E-05
